wavelength,flux
1700,0
1936,-2.378490962e-15
1940,-1.926369762e-14
1944,-2.134616201e-16
1948,2.83691341e-14
1952,6.304276491e-14
1956,-2.300829137e-14
1960,1.154576245e-13
1964,5.249585285e-14
1968,1.537704459e-14
1972,1.86666241e-15
1976,3.69378295e-14
1980,4.502046522e-14
1984,1.821162002e-14
1988,7.514178353e-14
1992,3.505175479e-14
1996,4.786035663e-14
2000,4.962273404e-14
2004,7.214602451e-14
2008,2.410173806e-14
2012,6.165568408e-14
2016,1.743737262e-14
2020,7.428819793e-14
2024,-2.994291284e-14
2028,-2.048430598e-14
2032,6.215125257e-14
2036,1.463027155e-14
2040,1.554613948e-14
2044,-5.173524352e-15
2048,5.778277162e-14
2052,6.408226068e-15
2056,1.14392799e-14
2060,-7.749755156e-15
2064,5.133543127e-15
2068,1.807133612e-14
2072,1.148310708e-14
2076,-3.000799208e-14
2080,2.330706361e-14
2084,-4.445414577e-14
2088,2.545283185e-14
2092,1.166013358e-14
2096,2.439362392e-14
2100,3.549251008e-14
2104,2.112455447e-14
2108,-1.628371374e-14
2112,2.954002331e-14
2116,-1.344837598e-14
2120,1.87128145e-14
2124,4.222363697e-14
2128,-1.522568828e-15
2132,1.720926834e-14
2136,-4.028427372e-14
2140,3.507113152e-14
2144,7.713616495e-15
2148,-3.948076133e-14
2152,8.689639855e-15
2156,2.260994872e-14
2160,-9.647503675e-15
2164,1.057840474e-14
2168,7.176433791e-14
2172,2.743669651e-14
2176,8.169097451e-14
2180,1.151882138e-13
2184,2.75313643e-14
2188,1.033142434e-14
2192,8.230278641e-15
2196,3.223252082e-14
2200,1.477698443e-14
2204,8.519830925e-15
2208,4.848455215e-14
2212,-7.174914341e-16
2216,3.907442607e-15
2220,-1.896072241e-14
2224,-1.360539726e-14
2228,9.387803797e-16
2232,-3.388032856e-14
2236,1.485733737e-14
2240,-3.189862764e-15
2244,6.22891724e-15
2248,2.47046036e-14
2252,3.782232841e-14
2256,3.477796664e-14
2260,2.457110443e-14
2264,2.078816719e-14
2268,-3.099732317e-14
2272,1.005550928e-14
2276,-7.207550732e-15
2280,-9.870729891e-15
2284,2.364574973e-14
2288,2.170455181e-14
2292,-6.356495225e-16
2296,2.249087621e-15
2300,-4.870223877e-15
2304,9.032761891e-15
2308,-5.677034618e-15
2312,2.538277799e-15
2316,1.740072489e-14
2320,1.683762247e-14
2324,-4.052434742e-15
2328,4.07920056e-15
2332,1.411537547e-14
2336,-2.005456212e-14
2340,1.292780986e-14
2344,2.433767231e-14
2348,4.669953101e-15
2352,1.427438388e-14
