wavelength,flux
1216,7.354224651e-13
1220,-6.432979691e-13
1224,5.989264938e-15
1228,5.707983592e-14
1232,8.872521045e-14
1236,1.773925516e-13
1240,8.684716222e-14
1244,4.190698556e-14
1248,1.014171013e-14
1252,3.437043876e-14
1256,2.746834505e-14
1260,6.600189145e-14
1264,2.218932232e-14
1268,3.019333644e-14
1272,3.325307694e-14
1276,3.11747969e-14
1280,2.204309055e-14
1284,5.76318439e-14
1288,5.285115607e-14
1292,6.563065385e-17
1296,4.270145503e-14
1300,8.589781447e-15
1304,3.385777376e-14
1308,7.047477429e-14
1312,2.146065206e-14
1316,3.320852301e-14
1320,6.687454545e-14
1324,4.891254096e-14
1328,5.882241309e-14
1332,4.741532552e-14
1336,7.329271738e-14
1340,7.410620782e-14
1344,4.381229469e-14
1348,-3.712716932e-15
1352,6.61670561e-14
1356,5.530647758e-14
1360,7.660948156e-14
1364,8.229833102e-14
1368,3.467029859e-14
1372,5.97204984e-14
1376,3.245195996e-14
1380,3.8814658e-14
1384,1.175503261e-14
1388,4.286016359e-15
1392,1.300027014e-14
1396,1.423703989e-14
1400,3.968946686e-14
1404,4.452109525e-14
1408,-6.000242061e-15
1412,1.538237074e-14
1416,3.887772384e-15
1420,2.346957704e-14
1424,3.293993225e-14
1428,1.332910951e-14
1432,2.4093676e-14
1436,-5.92989894e-15
1440,1.969722603e-14
1444,2.373673971e-14
1448,3.968372651e-15
1452,2.630649706e-15
1456,3.54863098e-14
1460,1.869684285e-14
1464,7.269356016e-14
1468,4.932209155e-14
1472,2.46650425e-15
1476,1.823308553e-14
1480,6.121812719e-14
1484,7.711595983e-14
1488,2.848027159e-15
1492,-1.555026622e-14
1496,5.344641525e-15
1500,5.816026795e-16
1504,3.927242849e-14
1508,4.371689507e-14
1512,5.539202791e-14
1516,8.000340028e-14
1520,5.408706862e-14
1524,1.351481556e-14
1528,3.241696733e-14
1532,2.60582029e-14
1536,1.691880888e-14
1540,1.24170778e-14
1544,1.70030209e-14
1548,-6.956594775e-16
1552,-1.423689081e-14
1556,1.857616606e-14
1560,2.611038691e-14
1564,7.628003487e-15
1568,2.662736373e-15
1572,1.200432881e-14
1576,1.044345715e-14
1580,-2.292851696e-15
1584,3.873235605e-15
1588,3.255768068e-15
1592,-1.24940714e-14
1596,-8.006787304e-15
1600,-5.524535229e-16
1604,-9.987230803e-15
1608,-3.384384092e-15
1612,2.830945893e-15
1616,8.276281848e-15
1620,6.687933712e-15
1624,1.53993673e-14
1628,-4.570411906e-15
1632,3.251307847e-14
1636,5.215684994e-14
1640,3.248598358e-14
1644,1.655929252e-14
1648,-7.807164508e-15
1652,-5.356607559e-15
1656,4.389032083e-15
1660,2.66641059e-14
1664,2.508729986e-14
1668,1.761087376e-16
1672,-8.739113355e-15
1676,1.25230611e-14
1680,1.413636156e-14
1684,2.76751041e-14
1688,3.062571711e-15
1692,6.361167035e-15
1696,-3.50298681e-16
1700,-9.145728134e-16
1704,-5.889027906e-15
1708,1.395154998e-14
1712,2.081356675e-15
1716,5.905318891e-15
1720,1.15869008e-14
1724,1.013305007e-14
1728,1.192988647e-14
1732,2.494361935e-14
1736,1.976959313e-14
1740,6.311093412e-14
1744,1.308253636e-13
1748,2.079073811e-13
1752,1.581221319e-13
1756,6.997353407e-14
1760,8.545173304e-14
1764,7.366491043e-14
1768,6.583879356e-14
1772,6.309059855e-14
1776,8.431380865e-14
1780,6.668205213e-14
1784,6.267475281e-14
1788,6.188849617e-14
1792,7.03789376e-14
1796,7.004553865e-14
1800,8.320799019e-14
1804,8.557199816e-14
1808,8.506175907e-14
1812,1.127804854e-13
1816,9.909449292e-14
1820,9.963204713e-14
1824,1.277536697e-13
1828,8.542668797e-14
1832,7.885804911e-14
1836,6.71398836e-14
1840,9.881984418e-14
1844,1.096410221e-13
1848,1.266743329e-13
1852,1.364504619e-13
1856,1.343853956e-13
1860,1.487928162e-13
1864,1.504558197e-13
1868,1.219261102e-13
1872,1.072465481e-13
1876,1.174763818e-13
1880,9.406468253e-14
1884,8.464048554e-14
1888,1.014462359e-13
1892,1.004197132e-13
1896,1.223661336e-13
1900,1.477721889e-13
1904,2.258069355e-13
1908,2.288742655e-13
1912,1.81278549e-13
1916,1.71872797e-13
1920,1.597598735e-13
1924,1.328992932e-13
1928,1.634760307e-13
1932,1.83449962e-13
1936,2.341150277e-13
1940,2.592844559e-13
1944,3.069634661e-13
1948,3.717498043e-13
1952,3.965198395e-13
1956,4.279791311e-13
1960,4.497605088e-13
1964,4.84175471e-13
1968,4.884252724e-13
1972,5.025084624e-13
1976,4.883452583e-13
1980,4.107483938e-13
1984,5.281785209e-13
1988,3.750083469e-13
1992,1.744517616e-13
1996,1.799776691e-13
2000,5.640752893e-14
2004,5.549633832e-14
2008,6.529834589e-14
2012,3.755200632e-14
2016,9.849860185e-14
2020,5.864122257e-14
2024,3.811435488e-14
2028,2.574192419e-15
2032,4.402549458e-15
2036,2.019434966e-15
2040,4.005617961e-15
2044,-5.348197877e-14
2048,1.00638512e-13
2052,6.183450968e-14
2056,1.693424047e-13
2060,2.194537005e-13
2064,2.573937428e-13
2068,2.486120034e-13
2072,2.394047417e-13
2076,3.129563666e-13
2080,3.333559828e-13
2084,3.288059657e-13
2088,4.148074028e-13
2092,3.292673751e-13
2096,4.339937155e-13
2100,3.565869659e-13
2104,3.679803586e-13
2108,2.028816839e-13
2112,2.086352196e-13
2116,1.385904873e-13
2120,1.663780604e-13
2124,8.353800101e-14
2128,4.75437967e-14
2132,8.731426362e-14
2136,3.051995912e-14
2140,1.167381621e-13
2144,6.150982501e-14
2148,6.74299619e-14
2152,1.356257364e-13
2156,1.796132009e-13
2160,1.63750239e-13
2164,1.730953434e-13
2168,2.258347047e-13
2172,2.732702031e-13
2176,2.539675284e-13
2180,1.828419415e-13
2184,1.502676564e-13
2188,2.101360671e-13
2192,8.707683012e-14
2196,1.36766412e-13
2200,1.143763496e-13
2204,3.146314386e-14
2208,8.345022806e-14
2212,8.236202112e-14
2216,4.706016799e-14
2220,-5.176369113e-15
2224,2.36854976e-14
2228,3.93425967e-14
2232,2.734078189e-14
2236,-2.16355974e-15
2240,-1.513293478e-14
2244,1.836520743e-14
2248,5.399941087e-14
2252,5.238839148e-14
2256,2.245226168e-14
2260,1.805570159e-14
2264,5.08197034e-14
2268,5.080976262e-14
2272,1.582855381e-14
2276,2.747476386e-14
2280,3.061050016e-14
2284,5.480856451e-14
2288,2.96787978e-14
2292,-1.153245268e-14
2296,5.636695944e-14
2300,-3.859702475e-14
2304,2.751294472e-14
2308,3.574397045e-14
2312,6.972599886e-15
2316,-9.268573322e-17
2320,-1.226383768e-14
2324,1.537588247e-14
2328,7.941979966e-15
2332,3.13866805e-14
2336,2.955559517e-14
2340,3.801045443e-14
2344,3.405099553e-14
2348,2.217805509e-14
2352,2.158252825e-14
2356,3.452408715e-14
2360,3.054761305e-14
2364,3.505708771e-14
2368,4.713061064e-14
2372,3.632447939e-14
2376,3.843206339e-14
2380,4.460226134e-14
2384,8.114692864e-14
2388,8.715150455e-14
2392,1.953162431e-13
2396,2.952258663e-13
2400,4.616275895e-13
2404,4.775133197e-13
2408,6.06458243e-13
2412,6.123998335e-13
2416,6.765605329e-13
2420,6.67139087e-13
2424,5.281055541e-13
2428,5.007361713e-13
2432,4.052224322e-13
2436,4.427006179e-13
2440,4.119397965e-13
2444,3.1824337e-13
2448,2.732222543e-13
2452,2.17414506e-13
2456,1.897499085e-13
2460,2.245996087e-13
2464,1.817290892e-13
2468,1.938073996e-13
2472,1.709072879e-13
2476,2.559535971e-13
2480,2.161883953e-13
2484,2.206126856e-13
2488,1.603796441e-13
2492,2.214426559e-13
2496,1.453709793e-13
2500,9.468305724e-14
2504,9.22688236e-14
2508,3.440332058e-14
2512,5.673409062e-14
2516,9.752474436e-14
2520,6.076187459e-14
2524,4.554559515e-14
2528,3.667227451e-14
2532,4.250984601e-14
2536,1.002088901e-13
2540,7.880961237e-14
2544,5.417919531e-14
2548,6.926801662e-14
2552,5.182221094e-14
2556,3.231746806e-14
2560,5.9900293e-14
2564,8.376068258e-14
2568,7.444186326e-14
2572,6.95053688e-14
2576,9.158654873e-14
2580,8.600456095e-14
2584,9.623245668e-14
2588,9.458318189e-14
2592,1.419236094e-13
2596,1.67479149e-13
2600,1.767425588e-13
2604,2.61159963e-13
2608,3.510165791e-13
2612,5.728268879e-13
2616,7.244496344e-13
2620,8.741905854e-13
2624,9.209714154e-13
2628,8.668137822e-13
2632,8.344720314e-13
2636,8.285121721e-13
2640,6.857317448e-13
2644,6.058511982e-13
2648,4.774397566e-13
2652,4.263123871e-13
2656,3.876655399e-13
2660,4.179373861e-13
2664,3.298099641e-13
2668,2.545323978e-13
