wavelength,flux
1220,3.968776262e-14
1224,2.402546952e-14
1228,6.410367706e-14
1232,8.931518584e-14
1236,1.660149069e-13
1240,1.455522714e-13
1244,1.535204255e-13
1248,7.498995457e-14
1252,7.17299958e-14
1256,2.492627551e-14
1260,4.920435397e-14
1264,2.384418414e-14
1268,3.586117948e-14
1272,4.13430649e-14
1276,5.767061091e-14
1280,3.981096865e-14
1284,3.759830514e-14
1288,7.147372429e-14
1292,6.035833454e-14
1296,5.056472276e-14
1300,2.119768052e-14
1304,1.603429473e-14
1308,4.950476268e-14
1312,3.103758434e-14
1316,7.453275329e-14
1320,7.324108225e-14
1324,6.323915458e-14
1328,5.570557579e-14
1332,5.295838366e-14
1336,6.390754489e-14
1340,8.813866385e-14
1344,6.012952723e-14
1348,6.10820666e-14
1352,8.159564604e-14
1356,8.875138038e-14
1360,8.096358328e-14
1364,7.297554759e-14
1368,6.315140197e-14
1372,6.824650166e-14
1376,7.210898545e-14
1380,6.435944713e-14
1384,3.87734346e-14
1388,3.450326708e-14
1392,3.783744964e-14
1396,2.839168211e-14
1400,4.553441093e-14
1404,3.342227685e-14
1408,2.223792676e-14
1412,1.370450435e-14
1416,1.988243995e-14
1420,4.410642858e-14
1424,5.159787257e-14
1428,2.370714776e-14
1432,1.067029427e-14
1436,3.528718929e-15
1440,1.146276728e-14
1444,2.599549706e-14
1448,-7.347180725e-15
1452,2.226620411e-14
1456,3.786024838e-14
1460,5.116710549e-14
1464,5.7247047e-14
1468,4.207384088e-14
1472,4.049602857e-14
1476,1.770689342e-14
1480,4.252444886e-14
1484,7.181965255e-14
1488,3.182400361e-14
1492,1.899709909e-14
1496,1.277708205e-14
1500,2.002274079e-14
1504,3.196652876e-14
1508,4.19304687e-14
1512,5.457437345e-14
1516,7.105964038e-14
1520,7.180820744e-14
1524,5.552616066e-14
1528,2.082498263e-14
1532,3.667723135e-14
1536,4.176692358e-14
1540,3.403310958e-14
1544,3.723611724e-14
1548,2.14516481e-14
1552,1.117997008e-14
1556,9.352616778e-15
1560,2.569642497e-14
1564,2.874100019e-14
1568,1.285499383e-14
1572,-1.889297248e-15
1576,2.809661819e-14
1580,2.383385203e-14
1584,1.127769905e-14
1588,1.377159613e-14
1592,1.711637593e-16
1596,-3.58289558e-15
1600,9.265442688e-15
1604,1.393712247e-14
1608,2.878097337e-14
1612,1.243032624e-14
1616,1.530336797e-14
1620,2.127010014e-14
1624,1.331949484e-14
1628,1.501499222e-14
1632,2.843566515e-14
1636,4.272788923e-14
1640,4.63728448e-14
1644,4.108475712e-14
1648,7.632694356e-15
1652,1.333585105e-14
1656,2.294002729e-14
1660,3.913991188e-14
1664,5.695468511e-14
1668,4.360393137e-14
1672,1.285591286e-14
1676,2.68995421e-14
1680,1.131465086e-14
1684,1.106385118e-14
1688,1.975463623e-14
1692,2.833962177e-14
1696,1.576699315e-14
1700,2.749029845e-14
1704,1.072485589e-14
1708,1.361490266e-14
1712,1.15509324e-14
1716,1.505555832e-14
1720,1.852223378e-14
1724,1.556453534e-14
1728,7.659739271e-15
1732,2.376597928e-14
1736,3.049076698e-14
1740,4.145067536e-14
1744,7.283382204e-14
1748,1.331217851e-13
1752,1.570956364e-13
1756,1.057675947e-13
1760,6.279181276e-14
1764,6.626932347e-14
1768,5.749971354e-14
1772,6.43423574e-14
1776,6.265051412e-14
1780,5.376664961e-14
1784,6.501574859e-14
1788,6.097402585e-14
1792,7.317227607e-14
1796,7.742568929e-14
1800,8.87415819e-14
1804,9.354245622e-14
1808,1.061077699e-13
