wavelength,flux
1000,0
1148,1.813687872e-12
1152,8.557150127e-11
1156,-5.183050517e-11
1160,-4.360050515e-11
1164,1.679928002e-10
1168,-1.07497948e-10
1172,1.819251347e-12
1176,4.751084595e-11
1180,-2.918358263e-12
1184,4.458042963e-11
1188,2.207571799e-11
1192,1.808030505e-12
1196,-2.674680573e-12
1200,-1.175436658e-11
1204,2.141885627e-11
1208,2.617135458e-12
1212,1.270289863e-11
1216,-1.997074901e-11
1220,1.592770013e-11
1224,3.582930133e-11
1228,1.424252209e-11
1232,9.581824049e-12
1236,2.133075834e-11
1240,2.704779456e-11
1244,5.502085246e-11
1248,4.65669725e-11
1252,4.144106239e-11
1256,4.930974032e-11
1260,1.959833164e-11
1264,6.931834273e-11
1268,8.56414592e-11
1272,9.140845025e-11
1276,9.538658752e-11
1280,1.179796538e-10
1284,1.63961178e-10
1288,1.607483729e-10
1292,1.568085384e-10
1296,1.84121135e-10
1300,1.690253909e-10
1304,1.618073314e-10
1308,2.019820977e-10
1312,2.221223483e-10
1316,2.17277113e-10
1320,2.381207453e-10
1324,2.290322376e-10
1328,2.134241117e-10
1332,1.589977594e-10
1336,1.483299733e-10
1340,2.110587538e-10
1344,1.921583032e-10
1348,2.125417203e-10
1352,1.722817583e-10
1356,2.101028518e-10
1360,1.929438415e-10
1364,2.255084453e-10
1368,2.302707192e-10
1372,2.392400167e-10
1376,2.655407838e-10
1380,2.817537037e-10
1384,2.722026493e-10
1388,2.935769128e-10
1392,2.350376838e-10
1396,2.82526974e-10
1400,2.779006747e-10
1404,2.552204559e-10
1408,3.206652166e-10
1412,2.915196695e-10
1416,2.640524743e-10
1420,3.077692823e-10
1424,2.716671887e-10
1428,2.449121184e-10
1432,2.517297482e-10
1436,2.624973572e-10
1440,2.723135328e-10
1444,2.337401384e-10
1448,2.277734112e-10
1452,2.776128494e-10
1456,2.558274148e-10
1460,2.584968073e-10
1464,2.773676289e-10
1468,3.054804742e-10
1472,3.097013479e-10
1476,3.099873969e-10
1480,2.596909909e-10
1484,2.917495134e-10
1488,3.177605401e-10
1492,3.150393835e-10
1496,2.790438991e-10
1500,2.995477755e-10
1504,2.784152908e-10
1508,2.783822617e-10
1512,2.88772728e-10
1516,2.221396678e-10
1520,2.657462583e-10
1524,2.33644798e-10
1528,1.793859783e-10
1532,2.29236255e-10
1536,2.397607946e-10
1540,2.471314819e-10
1544,2.158127982e-10
1548,1.881836631e-10
1552,2.047572945e-10
1556,2.394276444e-10
1560,2.35871267e-10
1564,2.234350344e-10
1568,2.670727806e-10
1572,2.490887496e-10
1576,2.379328401e-10
1580,2.88790214e-10
1584,2.752726935e-10
1588,3.004709259e-10
1592,2.963067014e-10
1596,3.010977578e-10
1600,3.17254667e-10
1604,2.982990244e-10
1608,2.44813031e-10
1612,2.695320078e-10
1616,3.113068692e-10
1620,3.313291308e-10
1624,2.965332979e-10
1628,3.065947496e-10
1632,2.956891954e-10
1636,2.892900364e-10
1640,2.770045859e-10
1644,2.480443628e-10
1648,2.340994065e-10
1652,2.478041106e-10
1656,2.108035552e-10
1660,2.006746991e-10
1664,1.96099248e-10
1668,1.615236001e-10
1672,1.194225829e-10
1676,1.333478744e-10
1680,1.521874571e-10
1684,1.384748427e-10
1688,1.142301392e-10
1692,1.19830923e-10
1696,9.850260191e-11
1700,1.09166981e-10
1704,1.085480109e-10
1708,9.747754687e-11
1712,1.06160386e-10
1716,1.068343747e-10
1720,1.00021276e-10
1724,1.071331357e-10
1728,9.505692067e-11
1732,1.099718927e-10
1736,1.170028935e-10
1740,1.027887567e-10
1744,1.082904877e-10
1748,1.074706435e-10
1752,1.288179702e-10
1756,1.291279444e-10
1760,1.47960158e-10
1764,1.531531013e-10
1768,1.456838677e-10
1772,1.459468379e-10
1776,1.508569103e-10
1780,1.564246649e-10
1784,1.516140824e-10
1788,1.552015322e-10
1792,1.652400994e-10
1796,1.682660955e-10
1800,1.676275507e-10
1804,1.783941467e-10
1808,1.724484167e-10
1812,1.876393763e-10
1816,2.059804272e-10
1820,2.22739549e-10
1824,2.307578711e-10
1828,2.457657966e-10
1832,2.40191339e-10
1836,2.48518317e-10
1840,2.629840512e-10
1844,2.630573259e-10
1848,2.886329231e-10
1852,2.787406139e-10
1856,2.570603175e-10
1860,2.74719858e-10
1864,2.87573132e-10
1868,3.001621174e-10
1872,3.162603235e-10
1876,2.915596653e-10
1880,2.859409931e-10
1884,2.961859646e-10
1888,2.863559112e-10
1892,2.745487448e-10
1896,2.711991465e-10
1900,2.759578399e-10
1904,2.725427384e-10
1908,2.721059489e-10
1912,2.75261508e-10
1916,2.639047869e-10
1920,2.428093004e-10
1924,2.432608004e-10
1928,2.337237348e-10
1932,2.373206909e-10
