wavelength,flux
1220,8.849701571e-13
1224,1.227223211e-13
1228,8.840948739e-15
1232,4.235748173e-14
1236,1.483146288e-13
1240,2.287307713e-13
1244,1.793907091e-13
1248,9.452229716e-14
1252,1.052355224e-13
1256,8.551898068e-14
1260,5.454612998e-14
1264,4.108978511e-14
1268,8.650561821e-14
1272,6.12429893e-14
1276,8.409370205e-14
1280,6.430117804e-14
1284,9.593953914e-14
1288,7.523862989e-14
1292,8.323313013e-14
1296,5.032546306e-14
1300,3.911657782e-14
1304,3.537840458e-14
1308,4.478139864e-14
1312,5.616013432e-14
1316,7.244609101e-14
1320,1.115856675e-13
1324,1.159637165e-13
1328,1.261021723e-13
1332,1.01094873e-13
1336,6.617799977e-14
1340,8.980334109e-14
1344,9.733880368e-14
1348,4.569870822e-14
1352,7.477839284e-14
1356,7.786263631e-14
1360,9.492018581e-14
1364,1.023136654e-13
1368,1.026369948e-13
1372,7.059595421e-14
1376,7.803167021e-14
1380,6.208739306e-14
1384,5.085066415e-14
1388,3.819606645e-14
1392,5.015572105e-14
1396,2.661621635e-14
1400,8.976955464e-14
1404,4.269029114e-14
1408,3.647366223e-14
1412,2.728742389e-14
1416,6.13486177e-14
1420,4.813334179e-14
1424,4.291307435e-14
1428,6.125131733e-14
1432,3.034004254e-14
1436,3.285437091e-15
1440,3.486800285e-14
1444,2.724575496e-14
1448,2.524473787e-14
1452,8.408723072e-14
1456,3.026774998e-14
1460,3.98132658e-14
1464,5.477658393e-14
1468,3.404324348e-14
1472,4.604198018e-14
1476,2.78197265e-14
1480,2.807119195e-14
1484,1.040811453e-13
1488,7.380118787e-14
1492,3.789043664e-14
1496,2.078814517e-14
1500,4.309704652e-14
1504,1.765206667e-14
1508,8.899465163e-15
1512,6.228898013e-14
1516,6.349231579e-14
1520,8.44477686e-14
1524,5.649920161e-14
1528,9.835831287e-15
1532,2.641148341e-14
1536,3.221762999e-14
1540,5.18672426e-14
1544,1.93581418e-14
1548,3.162862021e-14
1552,-1.105702071e-14
1556,1.310544707e-14
